58724;Acer ESTERNO;CONSPICUUM RED FLAMINGO;;ESTERNO;
53080;Acer ESTERNO;CONSPICUUM SILVER CARDINAL;;ESTERNO;
30053;Acer ESTERNO;DAVIDII;;ESTERNO;
30063;Acer ESTERNO;GRISEUM;;ESTERNO;
30066;Acer ESTERNO;JAPONICUM;;ESTERNO;
30067;Acer ESTERNO;JAPONICUM ACONITIFOLIUM;;ESTERNO;
30078;Acer ESTERNO;NEGUNDO;;ESTERNO;
30080;Acer ESTERNO;NEGUNDO AUREOMARGINATUM;;ESTERNO;
49990;Acer ESTERNO;NEGUNDO AUREOVARIEGATUM;;ESTERNO;
30083;Acer ESTERNO;NEGUNDO FLAMINGO;;ESTERNO;
30084;Acer ESTERNO;NEGUNDO VARIEGATUM;;ESTERNO;
5012;Acer ESTERNO;OVERIG;;ESTERNO;
30090;Acer ESTERNO;PALMATUM;;ESTERNO;
318947;Acer ESTERNO;PALMATUM AMAGI SHIGURE;;ESTERNO;
47567;Acer ESTERNO;PALMATUM AOYAGI;;ESTERNO;
90069;Acer ESTERNO;PALMATUM ARIADNE;;ESTERNO;
47570;Acer ESTERNO;PALMATUM ASAHI-ZURU;;ESTERNO;
30092;Acer ESTERNO;PALMATUM ATROPURPUREUM;;ESTERNO;
30095;Acer ESTERNO;PALMATUM AUREUM;;ESTERNO;
58708;Acer ESTERNO;PALMATUM BENI-HIME;;ESTERNO;
30097;Acer ESTERNO;PALMATUM BENI-KAGAMI;;ESTERNO;
30098;Acer ESTERNO;PALMATUM BENI-KOMACHI;;ESTERNO;
47572;Acer ESTERNO;PALMATUM BENI-MAIKO;;ESTERNO;
47573;Acer ESTERNO;PALMATUM BENI-SCHICHI-HENGE;;ESTERNO;
30099;Acer ESTERNO;PALMATUM BLOODGOOD;;ESTERNO;
30100;Acer ESTERNO;PALMATUM BURGUNDY LACE;;ESTERNO;
30101;Acer ESTERNO;PALMATUM BUTTERFLY;;ESTERNO;
30102;Acer ESTERNO;PALMATUM CHITOSEYAMA;;ESTERNO;
30104;Acer ESTERNO;PALMATUM CRIMSON QUEEN;;ESTERNO;
30105;Acer ESTERNO;PALMATUM DESHOJO;;ESTERNO;
30106;Acer ESTERNO;PALMATUM DISSECTUM;;ESTERNO;
30107;Acer ESTERNO;PALMATUM DISSECTUM FLAVESCENS;;ESTERNO;
30112;Acer ESTERNO;PALMATUM DISSECTUM RUBRUM;;ESTERNO;
58709;Acer ESTERNO;PALMATUM EMERALD LACE;;ESTERNO;
57789;Acer ESTERNO;PALMATUM ENKAN;;ESTERNO;
318685;Acer ESTERNO;PALMATUM FIRECRACKER;;ESTERNO;
30116;Acer ESTERNO;PALMATUM FIREGLOW;;ESTERNO;
30108;Acer ESTERNO;PALMATUM GARNET;;ESTERNO;
47580;Acer ESTERNO;PALMATUM GOSHIKI-KOTOHIME;;ESTERNO;
59969;Acer ESTERNO;PALMATUM GREEN GLOBE;;ESTERNO;
30121;Acer ESTERNO;PALMATUM INABA-SHIDARE;;ESTERNO;
58343;Acer ESTERNO;PALMATUM JERRE SCHWARTZ;;ESTERNO;
47597;Acer ESTERNO;PALMATUM KATSURA;;ESTERNO;
47605;Acer ESTERNO;PALMATUM KOTOHIME;;ESTERNO;
47604;Acer ESTERNO;PALMATUM KOTO-NO-ITO;;ESTERNO;
30125;Acer ESTERNO;PALMATUM LINEARILOBUM;;ESTERNO;
57484;Acer ESTERNO;PALMATUM LITTLE PRINCESS;;ESTERNO;
317765;Acer ESTERNO;PALMATUM MARLO;;ESTERNO;
47624;Acer ESTERNO;PALMATUM OKUSHIMO;;ESTERNO;
52913;Acer ESTERNO;PALMATUM ORANGE DREAM;;ESTERNO;
30132;Acer ESTERNO;PALMATUM ORNATUM;;ESTERNO;
30133;Acer ESTERNO;PALMATUM OSAKAZUKI;;ESTERNO;
58331;Acer ESTERNO;PALMATUM PEVE MULTICOLOR;;ESTERNO;
317753;Acer ESTERNO;PALMATUM PEV  DAVE;;ESTERNO;
58710;Acer ESTERNO;PALMATUM PHOENIX;;ESTERNO;
59062;Acer ESTERNO;PALMATUM PIXIE;;ESTERNO;
58333;Acer ESTERNO;PALMATUM RED EMPEROR;;ESTERNO;
30135;Acer ESTERNO;PALMATUM RED PYGMY;;ESTERNO;
318948;Acer ESTERNO;PALMATUM REDWINE;;ESTERNO;
318209;Acer ESTERNO;PALMATUM RYUSEN;;ESTERNO;
30138;Acer ESTERNO;PALMATUM SANGOKAKU;;ESTERNO;
47638;Acer ESTERNO;PALMATUM SAZANAMI;;ESTERNO;
30139;Acer ESTERNO;PALMATUM SEIRYU;;ESTERNO;
57485;Acer ESTERNO;PALMATUM SHAINA;;ESTERNO;
318349;Acer ESTERNO;PALMATUM SHIRAZZ;;ESTERNO;
30142;Acer ESTERNO;PALMATUM SHISHIGASHIRA;;ESTERNO;
58334;Acer ESTERNO;PALMATUM SKEETERS BROOM;;ESTERNO;
30147;Acer ESTERNO;PALMATUM SUMI-NAGASHI;;ESTERNO;
58711;Acer ESTERNO;PALMATUM SUMMER GOLD;;ESTERNO;
47646;Acer ESTERNO;PALMATUM TAMUKEYAMA;;ESTERNO;
58712;Acer ESTERNO;PALMATUM TAYLOR;;ESTERNO;
30149;Acer ESTERNO;PALMATUM TROMPENBURG;;ESTERNO;
47654;Acer ESTERNO;PALMATUM TSUMA-GAKI;;ESTERNO;
47655;Acer ESTERNO;PALMATUM UKIGUMO;;ESTERNO;
90105;Acer ESTERNO;PALMATUM WILSONS PINK DWARF;;ESTERNO;
58335;Acer ESTERNO;PALMATUM WINTER FLAME;;ESTERNO;
47660;Acer ESTERNO;PALMATUM YASEMIN;;ESTERNO;
30153;Acer ESTERNO;PENSYLVANICUM;;ESTERNO;
30154;Acer ESTERNO;PLATANOIDES;;ESTERNO;
30160;Acer ESTERNO;PLATANOIDES COLUMNARE;;ESTERNO;
30161;Acer ESTERNO;PLATANOIDES CRIMSON KING;;ESTERNO;
30162;Acer ESTERNO;PLATANOIDES CRIMSON SENTRY;;ESTERNO;
30164;Acer ESTERNO;PLATANOIDES DEBORAH;;ESTERNO;
30165;Acer ESTERNO;PLATANOIDES DRUMMONDII;;ESTERNO;
30168;Acer ESTERNO;PLATANOIDES FAASSENS BLACK;;ESTERNO;
30170;Acer ESTERNO;PLATANOIDES GLOBOSUM;;ESTERNO;
30179;Acer ESTERNO;PLATANOIDES ROYAL RED;;ESTERNO;
30184;Acer ESTERNO;PSEUDOPLATANUS;;ESTERNO;
30185;Acer ESTERNO;PSEUDOPLATANUS ATROPURPUREUM;;ESTERNO;
30186;Acer ESTERNO;PSEUDOPLATANUS BRILLIANTISSIMUM;;ESTERNO;
30194;Acer ESTERNO;PSEUDOPLATANUS PRINZ HANDJERY;;ESTERNO;
30198;Acer ESTERNO;PSEUDOPLATANUS WORLEEI;;ESTERNO;
30215;Acer ESTERNO;RUFINERVE;;ESTERNO;
30233;Acer ESTERNO;SHIRASAWANUM;;ESTERNO;
30234;Acer ESTERNO;SHIRASAWANUM AUREUM;;ESTERNO;
57792;Acer ESTERNO;SHIRASAWANUM AUTUMN MOON;;ESTERNO;
318949;Acer ESTERNO;SHIRASAWANUM GLORIA;;ESTERNO;
58713;Acer ESTERNO;SHIRASAWANUM JORDAN;;ESTERNO;
25907;Achillea;CARTILAGINEA SILVERSPRAY;X 6;FIORI;
5669;Achillea;CORONATION GOLD;X 20;FIORI;
1104;Achillea;CR ME;;FIORI;
6325;Achillea;FILIPENDULINA PARKERS VARIETY;H 70;FIORI;
6219;Achillea;GEEL;;FIORI;
106105;Achillea;KLEURBEHANDELD APRICOT H%;;FIORI;
106104;Achillea;KLEURBEHANDELD ZALM H%;;FIORI;
3240;Achillea;MASKERADE;H 110;FIORI;
110607;Achillea;MILLEFOLIUM ANITA;H 50;FIORI;
25360;Achillea;MILLEFOLIUM ANNEMIEKE;H 55;FIORI;
11367;Achillea;MILLEFOLIUM ANTHEA;X 20;FIORI;
11542;Achillea;MILLEFOLIUM BIANCA CLASSIC;X 80;FIORI;
21938;Achillea;MILLEFOLIUM CHERRY QUEEN;;FIORI;
25359;Achillea;MILLEFOLIUM CINDY;X 70;FIORI;
20639;Achillea;MILLEFOLIUM CLEOPATRA;X  60;FIORI;
13178;Achillea;MILLEFOLIUM CREDO;X 20;FIORI;
11366;Achillea;MILLEFOLIUM CREME PERFECTION;H 110;FIORI;
108871;Achillea;MILLEFOLIUM HOFFNUNG;;FIORI;
110606;Achillea;MILLEFOLIUM INDY;H 90;FIORI;
110159;Achillea;MILLEFOLIUM JO-ANN;X 20;FIORI;
6330;Achillea;MILLEFOLIUM LACHSSCH NHEIT;;FIORI;
4998;Achillea;MILLEFOLIUM LILAC BEAUTY;X 12;FIORI;
105008;Achillea;MILLEFOLIUM MALEYKA;X 80;FIORI;
20640;Achillea;MILLEFOLIUM MARIEKE;H 60;FIORI;
14673;Achillea;MILLEFOLIUM MASTERCLASS CHERRY;H 40;FIORI;
101267;Achillea;MILLEFOLIUM MASTERCLASS CREAMY;H 60;FIORI;
14379;Achillea;MILLEFOLIUM MASTERCLASS LIGHT PINK;X 12;FIORI;
101270;Achillea;MILLEFOLIUM MASTERCLASS LILAC;H 50;FIORI;
14428;Achillea;MILLEFOLIUM MASTERCLASS PEACH;X 80;FIORI;
110272;Achillea;MILLEFOLIUM MASTERCLASS PEARL;H 90;FIORI;
14362;Achillea;MILLEFOLIUM MASTERCLASS PINK;H 30;FIORI;
101271;Achillea;MILLEFOLIUM MASTERCLASS PURPLE;H 30;FIORI;
101265;Achillea;MILLEFOLIUM MASTERCLASS PURPLE SENSATION;X25;FIORI;
101272;Achillea;MILLEFOLIUM MASTERCLASS SWEET PINK;H 90;FIORI;
14427;Achillea;MILLEFOLIUM MASTERCLASS WHITE;X 6;FIORI;
105015;Achillea;MILLEFOLIUM MASTERCLASS WHITE VIRGIN;H 60;FIORI;
11365;Achillea;MILLEFOLIUM MONEYMAKER;X 80;FIORI;
11631;Achillea;MILLEFOLIUM NIKITA;H 50;FIORI;
6328;Achillea;MILLEFOLIUM PAPRIKA;X25;FIORI;
101035;Achillea;MILLEFOLIUM REDNEK;X25;FIORI;
14743;Achillea;MILLEFOLIUM SUMMERWINE;X25;FIORI;
6327;Achillea;MILLEFOLIUM WHITE BEAUTY;X 6;FIORI;
4491;Achillea;MOONSHINE;X 20;FIORI;
23889;Achillea;ORANGELLO;H 70;FIORI;
11151;Achillea;OVATION;X 20;FIORI;
6220;Achillea;OVERIG;;FIORI;
;ACHILLEA;PAPRIKA;;;
;ACHILLEA;PARKERS;;;
11201;Achillea;PINK LADY;X 80;FIORI;
1105;Achillea;PTARMICA;;FIORI;
2901;Achillea;PTARMICA MAJOR;X 6;FIORI;
2320;Achillea;PTARMICA THE PEARL;X 6;FIORI;
1103;Achillea;ROOD;;FIORI;
23896;Achillea;ROYAL AYALA;X 20;FIORI;
6221;Achillea;ROZE;;FIORI;
11198;Achillea;SERENADE;H 30;FIORI;
13383;Achillea;TERRACOTTA;H 70;FIORI;
17169;Achillea;WALTER FUNKEN;X25;FIORI;
;ACHILLEA;WHITE BEAUTY;;;
6222;Achillea;WIT;;FIORI;
40089;Achillea ESTERNO;CORONATION GOLD;X 20;ESTERNO;
40039;Achillea ESTERNO;FILIPENDULINA;;ESTERNO;
40041;Achillea ESTERNO;FILIPENDULINA CLOTH OF GOLD;;ESTERNO;
40053;Achillea ESTERNO;MACROPHYLLA;;ESTERNO;
40054;Achillea ESTERNO;MILLEFOLIUM;;ESTERNO;
40057;Achillea ESTERNO;MILLEFOLIUM CERISE QUEEN;;ESTERNO;
321692;Achillea ESTERNO;MILLEFOLIUM DESERT EVE LIGHT YELLOW;H 110;ESTERNO;
321693;Achillea ESTERNO;MILLEFOLIUM DESERT EVE YELLOW;X 20;ESTERNO;
40062;Achillea ESTERNO;MILLEFOLIUM HOFFNUNG;;ESTERNO;
40064;Achillea ESTERNO;MILLEFOLIUM LACHSSCH NHEIT;H 80;ESTERNO;
40066;Achillea ESTERNO;MILLEFOLIUM LILAC BEAUTY;X 12;ESTERNO;
51614;Achillea ESTERNO;MILLEFOLIUM SUMMER PASTELS;;ESTERNO;
40070;Achillea ESTERNO;MILLEFOLIUM SUMMERWINE;X25;ESTERNO;
40072;Achillea ESTERNO;MILLEFOLIUM WHITE QUEEN;;ESTERNO;
40091;Achillea ESTERNO;MOONSHINE;X 20;ESTERNO;
6510;Achillea ESTERNO;OVERIG;;ESTERNO;
40079;Achillea ESTERNO;PTARMICA;;ESTERNO;
50886;Achillea ESTERNO;PTARMICA NANA COMPACTA;;ESTERNO;
40082;Achillea ESTERNO;PTARMICA THE PEARL;X 6;ESTERNO;
40085;Achillea ESTERNO;TAYGETEA;X 20;ESTERNO;
40086;Achillea ESTERNO;TOMENTOSA;;ESTERNO;
40087;Achillea ESTERNO;UMBELLATA;;ESTERNO;
9009;Achimenes VASO;BLAUW;;PIANTE;
8017;Achimenes VASO;OVERIG;;PIANTE;
8390;Achimenes VASO;ROOD;;PIANTE;
9008;Achimenes VASO;ROZE;;PIANTE;
;ACONITUM;ALBUM;;;
;ACONITUM;BLAUW;;;
;ACONITUM;BLAUW;;FIORI;
;ACONITUM;CAR;;;
1109;ACONITUM;CARMICHAELII ARENDSII;H 35;FIORI;
20647;ACONITUM;CARMICHAELII AUTUMN BLUE;H 35;FIORI;
26222;ACONITUM;CARMICHAELII CLOUDY;X 6;FIORI;
380;ACONITUM;CARMICHAELII HEIDY;H 35;FIORI;
378;ACONITUM;CARMICHAELII ROSALINA;H 35;FIORI;
1108;ACONITUM;HENRYI SPARKS VARIETY;H 35;FIORI;
6224;ACONITUM;NAPELLUS ALBUM;X 6;FIORI;
;ACONITUM;NAPELLUS PYRAMIDALE;;;
3547;ACONITUM;NAPELLUS SUBSP. PYRAMIDALE;H 35;FIORI;
215;ACONITUM;OVERIG;;FIORI;
2709;ACONITUM;SCHNEEWITTCHEN;X15;FIORI;
6223;ACONITUM;X CAMMARUM BICOLOR;X 6;FIORI;
24261;ACONITUM;X CAMMARUM FRANZ MARC;H 30;FIORI;
19970;ACONITUM;X CAMMARUM PINK SENSATION;H 90;FIORI;
40111;Aconitum ESTERNO;CARMICHAELII;;ESTERNO;
40112;Aconitum ESTERNO;CARMICHAELII ARENDSII;H 35;ESTERNO;
40113;Aconitum ESTERNO;CARMICHAELII BARKERS VARIETY;;ESTERNO;
40118;Aconitum ESTERNO;HENRYI SPARKS VARIETY;H 35;ESTERNO;
40120;Aconitum ESTERNO;LAMARCKII;;ESTERNO;
40121;Aconitum ESTERNO;NAPELLUS;;ESTERNO;
40122;Aconitum ESTERNO;NAPELLUS ALBUM;X 6;ESTERNO;
40127;Aconitum ESTERNO;NAPELLUS RUBELLUM;;ESTERNO;
6513;Aconitum ESTERNO;OVERIG;;ESTERNO;
40131;Aconitum ESTERNO;SEPTENTRIONALE IVORINE;;ESTERNO;
54339;Aconitum ESTERNO;STAINLESS STEEL;;ESTERNO;
40105;Aconitum ESTERNO;X CAMMARUM BICOLOR;X 6;ESTERNO;
40107;Aconitum ESTERNO;X CAMMARUM BRESSINGHAM SPIRE;;ESTERNO;
40135;Acorus ESTERNO;CALAMUS;;ESTERNO;
40136;Acorus ESTERNO;CALAMUS VARIEGATUS;;ESTERNO;
40139;Acorus ESTERNO;GRAMINEUS AUREOVARIEGATUS;;ESTERNO;
92754;Acorus ESTERNO;GRAMINEUS OGON;;ESTERNO;
41803;Actaea ESTERNO;RACEMOSA;;ESTERNO;
41804;Actaea ESTERNO;RACEMOSA VAR. CORDIFOLIA;;ESTERNO;
41807;Actaea ESTERNO;SIMPLEX;;ESTERNO;
41806;Actaea ESTERNO;SIMPLEX ATROPURPUREA;;ESTERNO;
49005;Actaea ESTERNO;SIMPLEX BRUNETTE;;ESTERNO;
41809;Actaea ESTERNO;SIMPLEX WHITE PEARL;;ESTERNO;
21761;Adromischus VASO;COOPERII;;PIANTE;
26886;Adromischus VASO;CRISTATUS;;PIANTE;
26885;Adromischus VASO;CRISTATUS VAR. ZEYHERI;;PIANTE;
26884;Adromischus VASO;MACULATUS;;PIANTE;
26883;Adromischus VASO;SCHULDTIANUS;;PIANTE;
106950;Aechmea VASO;BENEFITA;X 80;PIANTE;
28310;Aechmea VASO;BIG MOLLY;X 80;PIANTE;
28421;Aechmea VASO;BLUE RAIN;H 45;PIANTE;
108470;Aechmea VASO;BRASIL;H 100;PIANTE;
9017;Aechmea VASO;CHANTINII;X 70;PIANTE;
108041;Aechmea VASO;CLARA;H 60;PIANTE;
9016;Aechmea VASO;FASCIATA;H 90;PIANTE;
110042;Aechmea VASO;FASCIATA GRIFFE;X 80;PIANTE;
8386;Aechmea VASO;FASCIATA MORGANA;H 90;PIANTE;
17482;Aechmea VASO;FASCIATA PRIMERA;X 80;PIANTE;
6271;Aechmea VASO;FIA;X25;PIANTE;
101250;Aechmea VASO;GEMENGD;;PIANTE;
106431;Aechmea VASO;GEMENGD 3 SOORTEN;;PIANTE;
106432;Aechmea VASO;GEMENGD 4 SOORTEN;;PIANTE;
106433;Aechmea VASO;GEMENGD 5 SOORTEN;;PIANTE;
106434;Aechmea VASO;GEMENGD 6 SOORTEN;;PIANTE;
106435;Aechmea VASO;GEMENGD 7 SOORTEN;;PIANTE;
106436;Aechmea VASO;GEMENGD 8 SOORTEN;;PIANTE;
108040;Aechmea VASO;MANDY;X 80;PIANTE;
108039;Aechmea VASO;MOHICAN;X 70;PIANTE;
108171;Aechmea VASO;NATURES PRIDE;X 80;PIANTE;
9015;Aechmea VASO;OVERIG;;PIANTE;
108042;Aechmea VASO;PAM;H 85;PIANTE;
28311;Aechmea VASO;RAMOSA;X 70;PIANTE;
28312;Aechmea VASO;ROMERO;H 40;PIANTE;
8756;Aechmea VASO;SERVITENSIS;X 70;PIANTE;
28335;Aechmea VASO;YELLOW SPIRIT;X 6;PIANTE;
9012;Aeonium VASO;ARBOREUM;;PIANTE;
25499;Aeonium VASO;ARBOREUM ATROPURPUREUM;;PIANTE;
8026;Aeonium VASO;CANARIENSE;;PIANTE;
8027;Aeonium VASO;OVERIG;;PIANTE;
9919;Aeonium VASO;TABULIFORME;;PIANTE;
108009;Aeschynanthus VASO;BELLA DONNA;X 70;PIANTE;
10135;Aeschynanthus VASO;CAROLINE;X 70;PIANTE;
101727;Aeschynanthus VASO;FREVO;X 70;PIANTE;
18316;Aeschynanthus VASO;JAPHROLEPIS;;PIANTE;
101372;Aeschynanthus VASO;JIVE;X 70;PIANTE;
18196;Aeschynanthus VASO;LAMBADA;X 70;PIANTE;
9027;Aeschynanthus VASO;LOBBIANUS;X25;PIANTE;
108062;Aeschynanthus VASO;LOBBIANUS TESSA-LEE;X 70;PIANTE;
101728;Aeschynanthus VASO;MAMBO;X 70;PIANTE;
9025;Aeschynanthus VASO;MARMORATUS;;PIANTE;
8594;Aeschynanthus VASO;MONA LISA;X 70;PIANTE;
9018;Aeschynanthus VASO;OVERIG;;PIANTE;
9189;Aeschynanthus VASO;PURPLE STAR;X25;PIANTE;
16842;Aeschynanthus VASO;RASTA;;PIANTE;
112227;Aeschynanthus VASO;RASTA XL;X 70;PIANTE;
